what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1368057576628
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1368057604110
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368057604136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057604540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057606969
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368057607070
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368057607130
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.navigate.open.type",1368057607139
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1368057607171
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1368057609723
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368057635655
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368057637126
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368057637397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057648132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057650191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057651369
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1368057653259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057653387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057654019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057662046
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1368057676659
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368057685491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057686413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057689803
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.navigate.open.type",1368057689843
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1368057693026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057716710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1368057716754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057728769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1368057730806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057731544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057798916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057802545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057804527
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1368057804569
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1368057806525
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1368057806999
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1368057807091
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1368057807867
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1368057808040
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368057815630
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1368057815708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368057821686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368057825533
