what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533919828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533923512
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1367533926930
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1367533926963
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1367533927643
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1367533927677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533930602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533933822
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1367533935439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533938531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533942412
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1367533943977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533946687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533961214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533971317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533973244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533973684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533981734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533986558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533991410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533992133
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533992474
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1367533992771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367533997110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534115687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534117233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534124505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534125346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534143065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534144552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534150589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534151495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534158549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534161496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534241662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1367534247067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1367534251081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534256337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534257147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534258186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534258313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534259339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534259481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534260146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534260305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534260473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534260981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534261514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534262850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534263297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1367534263778
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1367534268311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534277516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534282175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1367534284378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534286315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534302539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367534305900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534307146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534310421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367534332458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534333205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534334941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367534343675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534344030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534408140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534409326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534409847
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367534410529
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1367534410575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534414893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534437038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534439942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534458429
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1367534464896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534469507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534481199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534485813
opened,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1367534489947
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1367534489989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534490038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1367534490927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367534493576
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1367534494558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534497067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534510138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1367534513939
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1367534515760
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1367534515926
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1367534516085
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1367534516254
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1367534516790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367534519003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367534520800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534521257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534525774
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1367534529006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1367534533327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1367534533783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534538705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1367534538753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534541015
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1367534542996
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1367534543172
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1367534545540
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367534545838
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367534546014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534547026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1367534547070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367534547934
