what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367978308106
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367978308322
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367978308516
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367978308676
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367978308833
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367978309011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367978312502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367978318320
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367978318485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367978321038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367978324466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367978343193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367978367493
error,log,,,"GlassFish: error ",1367978368419
error,log,,,"GlassFish: deploy is failing=",1367978368420
error,log,,,"cannot Deploy Web",1367978368421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978368531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978369421
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1367978370009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367978372267
error,log,,,"GlassFish: error ",1367978372452
error,log,,,"GlassFish: deploy is failing=",1367978372453
error,log,,,"cannot Deploy Web",1367978372453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978372558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978376649
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367978380479
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1367978380479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1367978380507
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1367978381981
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1367978382027
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367978388246
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1367978393122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367978396776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367978400849
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1367978402466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367978403845
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1367978410166
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1367978420070
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1367978428793
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1367978430997
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1367978460604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367978466466
error,log,,,"GlassFish: error ",1367978466666
error,log,,,"GlassFish: deploy is failing=",1367978466666
error,log,,,"cannot Deploy Web",1367978466667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978466815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978469869
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367978471330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978475292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978479609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978481460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978518131
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1367978522492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1367978525158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978525981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978529067
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367978529865
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1367978537159
started,bundle,org.eclipse.jpt.common.ui,1.0.1.v201201260000,"org.eclipse.jpt.common.ui",1367978537251
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1367978537620
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1367978537993
opened,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1367978538051
activated,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1367978538258
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367978540163
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1367978542935
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1367978543080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367978545010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367978545974
error,log,,,"GlassFish: error ",1367978545992
error,log,,,"GlassFish: deploy is failing=",1367978545993
error,log,,,"cannot Deploy Web",1367978545993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978546154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978548181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1367978549698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978551223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978573226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1367978575406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367978575766
error,log,,,"GlassFish: error ",1367978575965
error,log,,,"GlassFish: deploy is failing=",1367978575965
error,log,,,"cannot Deploy Web",1367978575966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978576073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978577338
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367978578771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978582360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978584774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978585900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978586773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978588180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978588991
activated,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1367978590646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978591917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978622881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978623486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367978866432
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1367978868394
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1367978869681
