what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367556529600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367556633207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367556634188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367556990574
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1367556993795
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367556995796
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1367556996113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367557016049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367557018661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367557019610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367557020365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367557021862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367557022702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367557040779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367557043379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367557045460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367557047036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367557076046
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367557082796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367557090988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367557091997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367557606148
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367557612628
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1367557612955
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1367557615769
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1367557615779
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1367557631647
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1367557631807
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1367557631983
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1367557632975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367557634408
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367557637049
