what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560671654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560673875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560674929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560676935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560678432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560729082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560731160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560733165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560734359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560747233
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1367560751391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560755633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560759801
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1367560763759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560765904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560766588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367560768599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560770553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560771329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560771913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560782729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560783879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560837301
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1367560839987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560846010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560877782
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1367560880377
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1367560881028
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1367560881313
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1367560882706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367560893173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560894289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560897073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367560903808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560906456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560966671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560967377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560976096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560976757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560980384
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1367560982773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367560984349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367561009381
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1367561009626
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1367561009699
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367561017915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1367561026259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1367561026484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1367561028197
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367561029499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367561033306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367561038351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367561050095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367561055645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367561064060
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367561072050
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367561073953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367561078787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1367561081528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1367561083777
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367561085977
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367561091569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367561095486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367561096005
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367561101193
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367561103032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367561104310
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367561107289
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367561107536
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1367561107752
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1367561108767
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1367561108928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367561109540
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1367561110112
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1367561110288
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1367561110512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367561111358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367561112040
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1367561113279
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367561113747
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1367561119719
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1367561124518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1367561131740
