what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1367541281657
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1367541281663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1367541281678
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1367541283155
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1367541284195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541288285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541289480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541293622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541296813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541299783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541301281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541305033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541305909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1367541318999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1367541319996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367541323444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541323829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541324690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541325056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541325505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367541327344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541327680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541336443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541338237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1367541339557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1367541341695
